"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E"
2007-01-01,2007,1,1,"January",2007,0.367582339135524,0,0.0374569,0.614,-8.53120212765958,84.4077445833333,88.5205659574468,11406.5597568,NA,NA,NA,-7.52902566649594,1.43845402916667,0.1035,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,0.614,"Winter",NA,NA,1.11119927404112,NA,NA,60.0457650214008,-8.62967352389457,NA,2098.24784443341,NA,3.47858565158567,2.84855015037187,84407.7445833333,-8.03011389707776,3.34601290671555,0.0309663355606398,NA,NA
2007-01-02,2007,1,2,"January",2007,0.249799689333627,0,0.05690941875,1.024,-5.97958333333333,84.5656458333333,86.4503541666667,11948.1326225,NA,NA,NA,-5.47247312742112,1.56025104166667,0.10375,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,1.638,"Winter",NA,NA,1.10264559668262,NA,NA,60.1580924079563,-5.29535206432898,NA,1287.04955807329,NA,4.07294002135627,3.38761514342871,84565.6458333333,-5.72602823037722,3.99509126174767,0.0517657186629778,NA,NA
2007-01-03,2007,1,3,"January",2007,0.254950190133098,0,0.04770818125,0,-7.56485416666666,84.3350208333333,87.9309166666667,13517.1345891,NA,NA,NA,-6.75016898256306,1.57532291666667,0.104,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,1.638,"Winter",NA,NA,1.10620220687557,NA,NA,59.9940309865023,-6.59633115094575,NA,1524.9217705008,NA,3.69393016173512,3.05028288115213,84335.0208333333,-7.15751157461486,3.5798711506132,0,NA,NA
2007-01-04,2007,1,4,"January",2007,0.458092886793618,0,0.18220363125,0,-1.98041666666667,83.80475,72.64575,13950.6732757,NA,NA,NA,-2.24922662178923,1.59342479166667,0.10425,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,1.638,"Winter",NA,NA,1.07660900088352,NA,NA,59.6168082800645,8.12602229645416,48.2790111140581,48.2790111140581,NA,5.18680206967491,3.84359689332359,83804.75,-2.11482164422795,5.23861013282696,0,NA,NA
2007-01-05,2007,1,5,"January",2007,0.864362803590178,0.467830005136236,0.3184516125,1.024,3.52416666666667,83.4764375,63.1226875,13985.3189445,NA,NA,NA,2.18735491456241,3.477538125,0.1045,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,2.662,"Winter",NA,NA,1.05105548099051,NA,NA,59.3832541752143,-4.7678478686333,NA,531.501343931984,NA,7.15907054621728,4.96839993844983,83476.4375,2.85576079061454,7.50758654110794,0.0521302381668005,NA,NA
2007-01-06,2007,1,6,"January",2007,0.760291465863013,0,0.106365022916667,0.409,-2.82979166666667,84.4172083333333,79.4191041666667,13037.9077712,NA,NA,NA,-2.93380549256758,3.72589875,0.10475,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.071,"Winter",NA,NA,1.08788457208826,NA,NA,60.0524973196221,0.402463855909713,84.1203891301632,84.1203891301632,NA,4.92990749452027,3.94569792174581,84417.2083333333,-2.88179857961712,4.94901963661148,0.0208700694790009,NA,NA
2007-01-07,2007,1,7,"January",2007,0.556673580349499,0,0.20503293125,0,-3.83166666666667,85.0798541666667,61.3909375,14164.8189949,NA,NA,NA,-3.74129624301474,2.273839375,0.105,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.071,"Winter",NA,NA,1.10050283058663,NA,NA,60.5238886143091,-0.693380151849001,431.11298035549,270.019368937009,NA,4.64144418143779,2.83019084256101,85079.8541666667,-3.78648145484071,4.62575444057516,0,NA,NA
2007-01-08,2007,1,8,"January",2007,0.498811955702078,0,0.29153368125,0,-1.54333333333333,85.2088958333333,55.3154166666667,14070.8384262,NA,NA,NA,-1.89694639836686,2.70421604166667,0.10525,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.071,"Winter",NA,NA,1.09288598652962,NA,NA,60.6156859444342,4.76253489322495,40.1605377340062,40.1605377340062,NA,5.32356793767337,3.02246579309483,85208.8958333333,-1.72013986585009,5.39340691663453,0,0.00512922961609859,NA
2007-01-09,2007,1,9,"January",2007,0.297752113407104,0,0.213125122916667,0,-0.891041666666666,85.1854375,67.2027291666667,13323.2551956,NA,NA,NA,-1.37121266169602,1.233190625,0.1055,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.071,"Winter",NA,NA,1.08996744065417,NA,NA,60.5989982153866,53.8629151792669,16.24844128081,16.24844128081,NA,5.53362098661419,3.8519620805285,85185.4375,-1.13112716418134,5.63196451358692,0,0.00175606585033987,NA
2007-01-10,2007,1,10,"January",2007,0.316027580088798,0.196243828091442,0.263615164583333,0,0.787916666666666,84.2248333333333,66.3059583333334,11623.3716274,NA,NA,NA,-0.018006598511636,1.17605033333333,0.1049,NA,3.1,1622,0.095839071,0.04321803588,0.8867324871,3.071,"Winter",NA,NA,1.07107123762087,NA,NA,59.915646085141,-112.412332934073,NA,29300.2477815413,NA,6.10844832287769,4.29355970517496,84224.8333333333,0.384955034077515,6.28954309368554,0,0,NA
