"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E"
2007-01-01,2007,1,1,"January",2007,0.17194083794734,0,0.0394545212765957,0.106,-8.23272340425532,83.4422575090209,88.5205659574468,0,NA,NA,NA,-6.86659609369474,NA,0.1073,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,0.106,"Winter",NA,NA,1.0972513120945,NA,NA,59.3589393008281,NA,NA,NA,NA,3.66100458416661,2.9155996204073,83442.2575090209,-7.54965974897503,3.47303565171119,0.00553704082773751,NA,NA
2007-01-02,2007,1,2,"January",2007,0.159911645055615,0,0.05690941875,0,-5.97958333333333,83.4422575090209,86.4503541666667,0,NA,NA,NA,-4.96494868914048,NA,0.1081625,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,0.106,"Winter",NA,NA,1.08799781415862,NA,NA,59.3589393008281,NA,NA,NA,NA,4.23282360521093,3.38761514342871,83442.2575090209,-5.47226601123691,4.07300415885196,0,NA,NA
2007-01-03,2007,1,3,"January",2007,0.20972930441781,0,0.0483817416666667,0,-7.11872916666667,83.4422575090209,87.9309166666667,0,NA,NA,NA,-5.92638634910838,NA,0.109025,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,0.106,"Winter",NA,NA,1.09265662051921,NA,NA,59.3589393008281,NA,NA,NA,NA,3.93451338570456,3.1572422213934,83442.2575090209,-6.52255775788753,3.75905971123397,0,NA,NA
2007-01-04,2007,1,4,"January",2007,0.321295110199392,0,0.18220363125,0,-1.98041666666667,83.4422575090209,72.64575,0,NA,NA,NA,-1.58965701944212,NA,0.1098875,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,0.106,"Winter",NA,NA,1.07195219230715,NA,NA,59.3589393008281,NA,NA,NA,NA,5.44546753876727,3.84359689332359,83442.2575090209,-1.7850368430544,5.36767869394927,0,NA,NA
2007-01-05,2007,1,5,"January",2007,0.469201855091196,0.33004699768404,0.3184516125,0.956,3.52416666666667,83.4422575090209,63.1226875,0,NA,NA,NA,3.05620443590119,NA,0.11075,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.062,"Winter",NA,NA,1.05062511922694,NA,NA,59.3589393008281,NA,NA,NA,NA,7.61498377028686,4.96839993844983,83442.2575090209,3.29018555128393,7.74206672732269,0.0514994498684142,NA,NA
2007-01-06,2007,1,6,"January",2007,0.213628492754742,0,0.106365022916667,0.319,-2.82979166666667,83.4422575090209,79.4191041666667,0,NA,NA,NA,-2.30652845814603,NA,0.1116125,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.381,"Winter",NA,NA,1.07532038071953,NA,NA,59.3589393008281,NA,NA,NA,NA,5.16485285011711,3.94569792174581,83442.2575090209,-2.56816006240635,5.06567894367954,0.0173145697609832,NA,NA
2007-01-07,2007,1,7,"January",2007,0.251511564315281,0,0.20503293125,0.106,-3.83166666666667,83.4422575090209,61.3909375,0,NA,NA,NA,-3.15210970630083,NA,0.112475,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.487,"Winter",NA,NA,1.07932061565749,NA,NA,59.3589393008281,NA,NA,NA,NA,4.8503945702302,2.83019084256101,83442.2575090209,-3.49188818648375,4.72889928034342,0.00579665271686901,NA,NA
2007-01-08,2007,1,8,"January",2007,0.447143106457677,0,0.274622585416667,0,-1.46375,85.048375,57.1197291666667,7016.6222737,NA,NA,NA,-1.15359099835169,3.278172,0.1133375,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.487,"Winter",NA,NA,1.09050762346708,NA,NA,60.5014950454006,-2.99713553417738,NA,400.189350764634,NA,5.62269768453823,3.13937127356956,85048.375,-1.30867049917584,5.55909171794942,0,0.00634580784687489,NA
2007-01-09,2007,1,9,"January",2007,0.272025635958321,0,0.204239597916667,0,-0.646041666666668,85.0459375,67.7949166666667,13027.0046589,NA,NA,NA,-0.463446186746872,1.63894479166667,0.1142,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.487,"Winter",NA,NA,1.08720415407118,NA,NA,60.4997610628974,-15.9938573595759,NA,3202.77311293251,NA,5.91365066843485,3.95610632063088,85045.9375,-0.55474392670677,5.87441121629508,0,0.002515196654062,NA
2007-01-10,2007,1,10,"January",2007,0.357027003870515,0.16449384400974,0.259211160416667,0,0.993333333333334,84.1200625,65.0303541666667,11358.9820358,NA,NA,NA,0.920184264850152,1.53547458333333,0.11255,NA,3.1,1593,0.1671617535,0.06286599798,0.7446068832,1.487,"Winter",NA,NA,1.06893732728506,NA,NA,59.8411144782312,-4.74767410962436,NA,1199.76239784611,NA,6.53742341865008,4.27377138458016,84120.0625,0.956758799091743,6.55467350937523,0,0,NA
