"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E"
2007-01-01,2007,1,1,"January",2007,0.381712227600497,0,0.0980627234042553,1.53,-4.97358914893617,75.5070975,79.8783191489362,0,NA,NA,NA,-7.32332533240152,0.943533506041667,0.6854,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,1.53,"Winter",NA,NA,0.980838597105981,NA,NA,53.7140455098505,619.301569320833,5.41216522649143,5.41216522649143,NA,3.53434605487247,3.37889736793194,75507.0975,-6.14845724066885,3.86832538843764,0.443927763510298,NA,NA
2007-01-02,2007,1,2,"January",2007,0.42689141177387,0,0.147774270833333,0.5,-4.24017416666666,75.5746952083333,74.38391875,0,NA,NA,NA,-6.43154814571156,0.893800513541667,0.683975,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,2.03,"Winter",NA,NA,0.97903919381076,NA,NA,53.7621329943651,754.95182954594,4.92571570110033,4.92571570110033,NA,3.78538582454174,3.32556164587582,75574.6952083333,-5.33586115618911,4.1154398946744,0.144821457941384,NA,NA
2007-01-03,2007,1,3,"January",2007,0.372317429017845,0,0.2800791875,0,-0.771800208333333,75.3291645833333,61.4458395833333,0,NA,NA,NA,-2.21426755324256,1.24799262895833,0.68255,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,2.03,"Winter",NA,NA,0.963432186361677,NA,NA,53.5874680475989,1400.37611633129,2.22050870310553,2.22050870310553,NA,5.20023357270371,3.55282655041053,75329.1645833333,-1.49303388078795,5.4843051987481,0,NA,NA
2007-01-04,2007,1,4,"January",2007,0.382673967760768,1.1025105434982,0.3527698125,0,2.528714375,74.979719375,57.9265916666667,0,NA,NA,NA,1.79890872609418,1.21598130916667,0.681125,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,2.03,"Winter",NA,NA,0.947481897625561,NA,NA,53.3388806108534,-227.782985719044,NA,89695.554892819,NA,6.96317335588008,4.249048359902,74979.719375,2.16381155054709,7.1470600998624,0,NA,NA
2007-01-05,2007,1,5,"January",2007,0.18714190442974,0,0.176554270833333,0,-2.26116541666667,74.6139079166667,67.38955,0,NA,NA,NA,-4.0252230798551,1.61181530795833,0.6797,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,2.03,"Winter",NA,NA,0.959531037814378,NA,NA,53.0786505931264,350.443111281623,4.85147704961776,4.85147704961776,NA,4.54363443905746,3.4922761920411,74613.9079166667,-3.14319424826088,4.85361942791778,0,NA,NA
2007-01-06,2007,1,6,"January",2007,0.694686152183361,0,0.159524145833333,1.78,-5.96812916666667,75.3190991666667,63.455525,0,NA,NA,NA,-8.53261082629449,1.26237732875,0.678275,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,3.81,"Winter",NA,NA,0.982038413280367,NA,NA,53.5803077372862,314.666600184928,6.71382276976583,6.71382276976583,NA,3.21759915713045,2.488722987024,75319.0991666667,-7.25036999648058,3.55431254746405,0.511955608712572,NA,NA
2007-01-07,2007,1,7,"January",2007,0.361224785626251,0,0.202468791666667,0,-6.87865416666667,75.885959375,48.91978125,0,NA,NA,NA,-9.63974040851032,1.4914269025,0.67685,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,3.81,"Winter",NA,NA,0.992812738701416,NA,NA,53.9835592995402,210.591184954695,7.67106005787746,7.67106005787746,NA,2.95002222281083,1.78929457368337,75885.959375,-8.25919728758849,3.28691569743913,0,NA,NA
2007-01-08,2007,1,8,"January",2007,0.446940324133482,1.0649173434246,0.40193375,0,1.31279958333333,76.125331875,45.0714625,0,NA,NA,NA,0.320448238674318,1.58641856875,0.675425,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,3.81,"Winter",NA,NA,0.966220072447106,NA,NA,54.153843495126,-350.508940548507,NA,105577.659770937,NA,6.26023737648203,3.030926998238,76125.331875,0.816623911003824,6.48879776361219,0,0,NA
2007-01-09,2007,1,9,"January",2007,0.239522726171876,0,0.2598275625,0,-1.65505020833333,76.217448125,58.8663666666667,0,NA,NA,NA,-3.28823279691201,0.963637144166667,0.674,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,3.81,"Winter",NA,NA,0.977964282556031,NA,NA,54.2193729169754,1240.12122663498,3.14996950399661,3.14996950399661,NA,4.80139226699107,3.19015752703741,76217.448125,-2.47164150262267,5.10206685574083,0,0.0014739094763339,NA
2007-01-10,2007,1,10,"January",2007,0.350430378284517,0.9912952006668,0.365656083333333,0,1.35427229166667,75.3654808333333,54.4947520833334,0,NA,NA,NA,0.370875917486487,0.972160332083333,0.6639375,NA,23.8,2500,0.170707754,0.05237302528,0.714774464433333,3.81,"Winter",NA,NA,0.956431148558472,NA,NA,53.6133026084525,-896.632454128494,NA,439707.315529668,NA,6.28313654812722,3.67554710001249,75365.4808333333,0.862574104576578,6.5103335302971,0,0,NA
