"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","cred2.5_ET","cred97.5_ET","B_ET.pred","cred2.5_ET.pred","cred97.5_ET.pred","B_ET.rep","cred2.5_ET.rep","cred97.5_ET.rep","B_E.model","cred2.5_E.model","cred97.5_E.model","B_T.pred","cred2.5_T.pred","cred97.5_T.pred","B_T.ratio","cred2.5_T.ratio","cred97.5_T.ratio"
2016-10-01,2016,10,1,"October",2017,1.64808155266077,4.7973798083178,0.760170204166666,0,11.0480127083333,73.2336004166667,44.0479979166667,24087.7036344,0.0924299761747285,0.0531825165220794,0.134971425622889,11.8361337013889,2.51501254395833,1.46255,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,0,"Fall",0.0743191102941951,0.03952074234797,0.897676166331714,0.534542705301359,0.984152350447234,52.0967309812304,13.05061874739,34.7169151530006,34.7169151530006,87.4163953189553,13.8759568718255,5.80149178535067,73233.6004166667,11.4420732048611,13.5193534294975,0,0,0.0743191102941951,1,1.64808155266077,1.64808155266077,1.64808155266077,1.93808870958824,1.41002987272492,2.52100591779594,1.93744233603956,0.915045733774278,2.96515055510375,0.0254608990305147,1.11320016654072e-14,0.0800377586422193,1.91262781055773,1.37341084622578,2.49461201193535,1.16051769857496,0.833339129370423,1.51364597698936
2016-10-02,2016,10,2,"October",2017,1.79551090571456,3.97514871307026,0.859136927708333,0,11.7779310416667,73.1047360416667,39.3746208333333,18937.42313427,0.0889419765419126,0.0517628401989119,0.133719232950977,11.4621586666667,2.18540687520833,1.434475,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,0,"Fall",0.00136749508951138,0.00267666189408315,0.893800995663834,0.484617357281989,0.97963175807478,52.0050597723967,-6.49595786345074,NA,1702.56725068948,92.3216407252822,13.5373326494186,5.44266373086912,73104.7360416667,11.6200448541667,13.6793967057395,0,0,0.00136749508951138,2,1.79551090571456,1.79551090571456,1.79551090571456,1.69456679800404,1.19808895293406,2.23663453314554,1.69461235901685,0.663927843731067,2.70030568857988,0.00203032037002159,3.66763061777275e-21,0.00285275642094874,1.69253647763402,1.19572510315159,2.23486074699263,0.942648954259867,0.665952570572514,1.24469349636349
2016-10-03,2016,10,3,"October",2017,2.65959097940811,3.01946426329626,0.618826996666667,4.064,8.83295520833333,72.465074375,46.8469041666666,18928.1897088,0.0870587855956101,0.0508051239226171,0.132773729072261,11.6578374027778,4.20046214791667,1.4064,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,4.064,"Fall",0.154765645859131,0.0456301974272206,0.895233303380699,0.457999925929414,0.977377786836036,51.5500188952893,20.9750422862075,14.8630694040698,14.8630694040698,95.2060050460263,13.7135959626921,5.31950074505468,72465.074375,10.2453963055556,12.4853665960557,2.05232499617519,0,2.20709064203432,3,2.65959097940811,2.65959097940811,2.65959097940811,1.52606708901835,1.11859179737501,2.096714986949,1.52527774618054,0.54140355652017,2.5368411822532,0.142213622593346,0.0988489402908258,0.308020051921397,1.383853466425,0.93394639042147,1.95552625390395,0.520325673060065,0.351161662696464,0.735273306701902
2016-10-04,2016,10,4,"October",2017,1.63464063852366,4.1009875005294,0.576543196458333,0,3.78128875,72.3734941860465,28.671525,17540.4510092,0.086464427503612,0.0503518848405898,0.132075219986019,8.64924047222222,2.804727305625,1.378325,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,4.064,"Fall",0.549103136859509,0.0535277341208899,0.910411760853054,0.449667083755578,0.968428827480989,51.4848708151734,189.377255128722,4.40809486817996,4.40809486817996,96.1541361486277,11.2148987007858,2.2979983525519,72373.4941860465,6.21526461111111,9.49655637134465,0,0,0.549103136859509,4,1.63464063852366,1.63464063852366,1.63464063852366,1.84285610951308,1.4350435784048,2.33787812759643,1.84490364717842,0.876161021903152,2.84597158373457,0.150271172193743,0.0965533507549844,0.387574283540861,1.69258493731934,1.23851551653411,2.18669734154685,1.03544772926238,0.757668375143718,1.33772358891174
2016-10-05,2016,10,5,"October",2017,1.27191515451241,3.81588335176698,0.670359461666667,0,6.879475625,72.61710875,34.2330083333333,24932.1453476,0.0853450132319935,0.0498953164429941,0.131210684655802,7.96718811805556,2.829883675625,1.35025,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,4.064,"Fall",0.0907310728240245,0.0365257653273084,0.903369766303092,0.434075674840939,0.963159896647172,51.6581727193429,22.846742955186,20.7497316297006,20.7497316297006,97.9921034950087,10.7077386252616,3.40300686938755,72617.10875,7.42333187152778,10.3179432278888,0,0,0.0907310728240245,5,1.27191515451241,1.27191515451241,1.27191515451241,1.52631326384851,1.17146164951471,1.94073217953791,1.52836340596126,0.573443361703212,2.48111593911846,0.0229053298968538,3.72093691733451e-39,0.0898609874393792,1.50340793395166,1.13226294013219,1.91904480596907,1.18200331886759,0.890203199572891,1.50878366309326
2016-10-06,2016,10,6,"October",2017,1.38420116274878,3.8932376319576,0.596260700208333,0,5.809854375,72.8586704166667,36.89655,24284.2891558,0.0842032103006794,0.0493898785876012,0.130300365071531,8.42378134722222,3.78052080208333,1.322175,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,4.064,"Fall",0.171783092085414,0.0409717915878997,0.909850167301542,0.418325245382128,0.962366946529499,51.8300142387016,36.4273536429686,11.0766746139676,11.0766746139676,99.9406569981622,11.0449580933367,3.40708242647682,72858.6704166667,7.11681786111111,10.1038182051071,0,0,0.171783092085414,6,1.38420116274878,1.38420116274878,1.38420116274878,1.55300916475065,1.20118118466938,1.98301222857412,1.55358918487163,0.598044202517002,2.50659807033427,0.0267868274461678,1.36463392159271e-41,0.121007245913953,1.52622233730449,1.15473610825987,1.95530548440018,1.10260154259203,0.834225645329447,1.41258766212657
2016-10-07,2016,10,7,"October",2017,0.817200206946128,2.7479117337948,0.63147953,0,6.37720958333333,73.388821875,34.9208875,24495.14280822,0.0831570973950534,0.0489366811670264,0.129457249805904,8.05591181944444,2.515208845,1.2941,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,4.064,"Fall",0.130648065783899,0.0380388445600914,0.91461047727544,0.404044863293812,0.957815565865833,52.2071520244578,48.150140480978,13.5717311101693,13.5717311101693,101.795195881694,10.7725460757881,3.35352379535738,73388.821875,7.21656070138888,10.1730623445664,0,0,0.130648065783899,7,0.817200206946128,0.817200206946128,0.817200206946128,1.13193747919459,0.862869900905025,1.47418763391194,1.13071705214288,0.206523613872505,2.06127677766398,0.0243357997536092,5.83778795603873e-48,0.106969913431496,1.10760167944098,0.824334714008468,1.44721518663116,1.35536147693854,1.00873042738083,1.77094324540053
2016-10-08,2016,10,8,"October",2017,1.24201340381902,2.0479199238846,0.249299577916667,7.62,7.153818125,73.4789639583333,75.02285625,7830.0204392,0.0827189145966605,0.0486494452075357,0.128796755325255,7.53703565277778,1.92165526521739,1.2674125,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,11.684,"Fall",0.0171886995778113,0.0116859767682794,0.913196747494209,0.39810911392369,0.953622041244989,52.2712770686832,16.7864628109333,38.0723951342166,38.0723951342166,102.592614933465,10.3983864811537,7.59940729527266,73478.9639583333,7.34542688888889,10.2631443163795,3.57666389532176,0,3.59385259489957,8,1.24201340381902,1.24201340381902,1.24201340381902,1.07931615247387,0.852141204156702,1.3979340278339,1.07964353169833,0.161991370830087,2.00312450757179,0.197482453839369,0.153224274432711,0.345622588608223,0.881833698634502,0.636592013067027,1.19407603049023,0.710003367051422,0.512548424283985,0.961403497593999
2016-10-09,2016,10,9,"October",2017,1.5827912918665,2.8556313063048,0.117533244375,2.032,6.56524416666667,73.3631870833333,88.4384729166667,10362.9136499,0.0951679067654274,0.0529136780086941,0.128612070281524,8.20189598611111,2.21887414458333,1.240725,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,13.716,"Fall",0.0593931419111977,0.0141694092386612,0.913676383800035,0.573991496533186,0.980697389846279,52.1889160120589,58.5925985118267,13.3145336292741,13.3145336292741,83.9165345317628,10.8799318346463,8.60360953785081,73363.1870833333,7.38357007638889,10.2899423413326,0.939293080868742,0,0.99868622277994,9,1.5827912918665,1.5827912918665,1.5827912918665,1.5423194637198,1.20637466850219,1.98805169898232,1.54182956490971,0.592485482860356,2.52192486587697,0.245530912617443,0.190330226560093,0.435584673832527,1.29678855110236,0.929710964304167,1.73612726733164,0.819304830501769,0.587386959406258,1.09687693902101
2016-10-10,2016,10,10,"October",2017,2.19589881215647,3.78836040463011,0.51510413125,0,9.92466791666667,73.3483135416667,60.32736875,22245.344006422,0.101688815488625,0.0547345091150114,0.128375017765633,8.49883298611111,2.30797292145833,1.2140375,NA,23.6,3000,0.141555947,0.1785488203,0.796374069,13.716,"Fall",0.000223475603697797,0.000331235963971101,0.902650176889856,0.667045826364126,0.987231506668815,52.178335310106,-31.2100547589867,NA,6701.10141218716,76.6112657333269,11.1012747084356,7.37222241584288,73348.3135416667,9.21175045138889,11.648980968052,0,0,0.000223475603697797,10,2.19589881215647,2.19589881215647,2.19589881215647,1.87644682640235,1.3602097311034,2.46980277794539,1.87723156759337,0.833695343219566,2.90943697875943,0.0489150183936793,0.0380916577324884,0.0830796970301085,1.82753180800868,1.30302121474156,2.42181655472677,0.832247732860677,0.593388551206479,1.10288167256142
