"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
1,2007,2008,0.63942284192436,0.63942284192436,0,0,0,0.2406125,1.06205796041667,0.0460184901081158,15.4126295833333,13.090052282905,7050.7554919345,NA,0.517313194445206,189.336629166945,10,"Fall",5.18273708728828,0.894147009006452,17.7954725324504,3.31396047730065,0.571738021597072,11.3788316200864
2,2007,2008,0.65196997717158,0.65196997717158,0,0,0,0.237925,1.28208203333333,0.0452695583697549,18.6119770833333,15.7902975753127,20590.1064914996,NA,0.517313194445206,189.336629166945,10,"Fall",5.19353878961345,0.985748537189874,17.7339489008444,3.38603136610399,0.6426784512886,11.5620022600455
3,2007,2008,0.56984378769684,0.56984378769684,0,0,0,0.2352375,1.50757790625,0.0406246612643166,18.3732016666667,15.5887714219965,21851.4158949723,NA,0.517313194445206,189.336629166945,10,"Fall",5.14587589056121,0.935471629605533,17.6475398305281,2.93234540849525,0.533072696697352,10.056340940559
4,2007,2008,0.61370591038002,0.61370591038002,3.615,3.615,3.615,0.23255,1.29882012916667,0.039940587717157,20.603255,17.4709336488729,20024.7673147675,NA,0.517313194445206,189.336629166945,10,"Fall",5.059760813412,0.895624768345183,17.5733100775062,3.10520511630016,0.549650213816175,10.7848442595063
5,2007,2008,0.55131807943008,0.55131807943008,0,0,3.615,0.2298625,1.54902757083333,0.0506661794940894,21.54883125,18.2689988223731,21446.7405654924,NA,0.517313194445206,189.336629166945,10,"Fall",4.68267406179768,0.437462110788478,17.5674141444402,2.58164287034735,0.241180770743333,9.68523302666561
6,2007,2008,0.78970486067856,0.78970486067856,0,0,3.615,0.227175,1.5748497625,0.0322759246676031,20.2245483333333,17.151305695401,2680.25422037756,NA,0.517313194445206,189.336629166945,10,"Fall",5.04630523074376,0.904926186606676,17.5453162667896,3.98509176918599,0.714624608118606,13.8556215380264
7,2007,2008,0.52016885748666,0.52016885748666,0,0,3.615,0.2244875,1.05902273958333,0.0433726967969558,10.6345270833333,9.05733974315551,21262.3966377191,NA,0.517313194445206,189.336629166945,10,"Fall",5.19559286133439,0.948320206565668,17.5359511892083,2.70258560264616,0.493286638380777,9.12165569503233
8,2007,2008,0.45368592076764,0.45368592076764,0,0,3.615,0.2218,1.25674735625,0.0413888173864829,12.456699375,10.5952508805136,21140.163245488,NA,0.517313194445206,189.336629166945,10,"Fall",5.24752278317293,0.924876309713314,17.5482913171139,2.38072720563298,0.419603360168462,7.96141270410361
9,2007,2008,0.414919716609042,0.414919716609042,0,0,3.615,0.2205875,1.5585445875,0.038358745341776,17.827586875,15.1282732195768,20649.7799203725,NA,0.517313194445206,189.336629166945,10,"Fall",5.25558509798139,0.867946260453098,17.5782712580718,2.18064587946914,0.360128016419077,7.29357132887601
10,2007,2008,0.32241074595732,0.32241074595732,0.319,0.319,3.934,0.219375,1.05554491875,0.0408874730159839,19.5736202083333,16.6019231712373,13496.1134676896,NA,0.517313194445206,189.336629166945,10,"Fall",5.20405776043061,0.674517441678207,17.6123281928358,1.67784414454541,0.217471671532694,5.67840387069731
