"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","cred2.5_ET","cred97.5_ET","B_ET.pred","cred2.5_ET.pred","cred97.5_ET.pred","B_ET.rep","cred2.5_ET.rep","cred97.5_ET.rep","B_E.model","cred2.5_E.model","cred97.5_E.model","B_T.pred","cred2.5_T.pred","cred97.5_T.pred","B_T.ratio","cred2.5_T.ratio","cred97.5_T.ratio"
2008-10-01,2008,10,1,"October",2009,1.97041838730954,4.5049479504804,0.890161727083333,1.016,11.3459970833333,71.4668454166667,34.17780625,19051.23066873,0.234062500052083,0.176633236885077,0.31856044396939,8.1561979171875,1.692139536875,1.28885,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,1.016,"Fall",0.000117553021803521,0.000117467297139129,0.875102244387597,1,0.999958197395167,50.8399013371727,-113.619012328302,NA,32284.6289222733,23.5605061728394,10.8462153663621,4.59132434548101,71466.8454166667,9.7510975002604,12.0790234415448,0.482636261224702,0,0.482753814246505,1,1.97041838730954,1.97041838730954,1.97041838730954,1.27695107497009,0.280243234935083,1.93639907500226,1.27836593966493,-0.306791465776417,2.59884194622694,0.0341574775047216,0.0280654019137622,0.0629569973335666,1.24279359746537,0.221449093433491,1.90452778850759,0.630725741025139,0.112386838683465,0.966560097476596
2008-10-02,2008,10,2,"October",2009,1.18266859761781,3.2299431192288,0.907622585416667,0,10.793728125,71.0489841666667,30.2724375,18495.71584481,0.232244791666667,0.175564052541268,0.317611152800855,8.1146875,3.72902790145833,1.257325,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,1.016,"Fall",0.00149590281776997,0.0014833314471784,0.871677704715073,1,0.999956829832332,50.5426442720432,-20.6547166585662,NA,2802.23928386019,23.7492359449962,10.815668471639,3.92033201829833,71048.9841666667,9.4542078125,11.8406030375174,0,0,0.00149590281776997,2,1.18266859761781,1.18266859761781,1.18266859761781,0.918032440122344,0.217302137665272,1.35724706707038,0.917238418885697,-0.448885043424897,2.1364211261951,0.0346505890719299,0.0286758662041238,0.0627941084640896,0.883381851050414,0.15838006939242,1.32530785731491,0.746939466245883,0.133917540138832,1.12060797080806
2008-10-03,2008,10,3,"October",2009,0.915663418572923,3.2673129002892,0.654551629166667,1.778,9.42841333333333,70.8011608333333,45.1117875,9476.0367809,0.231078124791667,0.174767094450724,0.316648045745634,7.90677083229167,3.21648152666667,1.2258,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,2.794,"Fall",0.0011371112279808,0.00112771204400994,0.872834173088384,1,0.999954912559084,50.3663483442985,-18.0515532448127,NA,2864.1538126774,23.8719704637208,10.6638043488507,5.33225191812531,70801.1608333333,8.6675920828125,11.228832187993,0.814719722103422,0,0.815856833331403,3,0.915663418572923,0.915663418572923,0.915663418572923,0.943415211172925,0.258630539829007,1.36242934841942,0.941928133377563,-0.432118475753293,2.16025814118317,0.0577958588834126,0.0476289389739303,0.105849354568299,0.885619352289512,0.160772324481482,1.30899401097293,0.967188744604175,0.175580154476465,1.42955804984873
2008-10-04,2008,10,4,"October",2009,1.11336482862168,3.8003456101212,0.273869829166667,19.304,6.144069375,70.5194835416667,73.33633125,11699.1432594434,0.263036458333333,0.199165453678872,0.326791971430738,7.3303125,3.44043852,1.194275,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,22.098,"Fall",0.104943980437708,0.0507277829904551,0.879584878435751,1,0.999968992951801,50.1659694744356,18.8752484790348,19.5661169098388,19.5661169098388,20.911626629917,10.2525425349859,6.93028578362279,70519.4835416667,6.7371909375,9.8440587019731,8.67937066246675,0,8.78431464290446,4,1.11336482862168,1.11336482862168,1.11336482862168,1.73686949773755,1.10450031443056,2.15635500976721,1.73915041310953,0.440752650510425,2.9521597347762,0.713786116730632,0.593059356253536,1.27867232528437,1.02308338100691,0.186884361996664,1.48726522041179,0.918911173324442,0.167855456892798,1.33582917492821
2008-10-05,2008,10,5,"October",2009,1.5612416671068,2.8610972241408,0.0631240479166667,22.352,1.8637271875,70.208436875,91.2882291666667,12302.948782267,0.340104166666667,0.251840656679908,0.350511901833152,5.331822915625,3.11296010909091,1.16275,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.45,"Fall",0.45353166392064,0.0814697601282407,0.889334780645478,1,0.999982543752169,49.9446978938531,222.210362531726,3.52487362163275,3.52487362163275,16.0976439384124,8.93297685147826,6.38609409606343,70208.436875,3.5977750515625,7.91197946539449,9.85434780190605,0,10.3078794658267,5,1.5612416671068,1.5612416671068,1.5612416671068,2.14176378998016,1.68213878991664,2.63007496479062,2.14041037384289,0.950252882494863,3.3666256696573,1.37001126747316,1.13220960107438,2.48525098994932,0.771752522507005,0.140556036506576,1.11922592288691,0.49431970640213,0.0900283661830819,0.716881919351402
2008-10-06,2008,10,6,"October",2009,1.38462149569585,3.69678131776962,0.187009079166667,0.254,2.86049625,70.7139652083333,77.893025,11978.69502792,0.32428125,0.24322478327795,0.344476224677976,5.63286458333333,1.967315569,1.131225,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.704,"Fall",0.447345535467239,0.0953042813215609,0.892503520550341,1,0.999980502085034,50.3043193440511,289.777173455667,4.57413111172594,4.57413111172594,16.8962278595397,9.12161185572996,5.84985050439188,70713.9652083333,4.24668041666667,8.28128543886755,0.109724918279514,0,0.557070453746753,6,1.38462149569585,1.38462149569585,1.38462149569585,1.79423404413729,1.18529523186619,2.19477763391025,1.79531715798791,0.500788601719593,3.01084181321113,0.790180958854426,0.654671572360189,1.40114868185446,1.00405308528286,0.181671204683843,1.45439688260136,0.72514625000695,0.131206402073473,1.05039311257439
2008-10-07,2008,10,7,"October",2009,1.65789545456008,4.2090668265114,0.366268275,0,5.733674375,71.3274325531915,64.0613458333333,21950.100979851,0.3226875,0.238859907172093,0.345073839223435,5.8978125,2.25379907645833,1.0997,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.704,"Fall",0.0340585684863256,0.0267268665832164,0.890971567859233,1,0.999981056449581,50.7407261716412,6.52151853198928,61.9025481732136,61.9025481732136,16.9810789018517,9.29053093612153,5.88439425284209,71327.4325531915,5.8157434375,9.23791454337999,0,0,0.0340585684863256,7,1.65789545456008,1.65789545456008,1.65789545456008,1.19415755129168,0.248997488613889,1.7215588002004,1.19264246915334,-0.342961823269139,2.460864677106,0.0354205632688202,0.031892679015527,0.0431264083266565,1.15873698802286,0.206701623663078,1.68676476491336,0.698920420365305,0.124677115854646,1.01741322727792
2008-10-08,2008,10,8,"October",2009,1.62661435243063,3.3996571871814,1.024247925,0,10.913653125,71.1076597916667,23.3851208333333,23587.950423401,0.319109375,0.235432609632323,0.343607654614348,6.27822916666667,2.51984017708333,1.070625,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.704,"Fall",0.000265382560816001,0.000265075993552732,0.87202927179722,1,0.999981501281903,50.5843847877817,-77.4062459254028,NA,14850.2658287156,17.1747176834467,9.53789604491748,3.05265465383548,71107.6597916667,8.59594114583333,11.174517479404,0,0,0.000265382560816001,8,1.62661435243063,1.62661435243063,1.62661435243063,0.945552275002929,0.166795020951772,1.37610399602042,0.947713673683432,-0.476801162207349,2.17161110049633,0.000254016719692307,0.000206504291069267,0.000290799793689243,0.945298258283236,0.166544892701521,1.37588899909889,0.581144668292573,0.102387448169663,0.845860604293157
2008-10-09,2008,10,9,"October",2009,1.27302619090093,3.369092454369,0.805744654166667,0,9.95636125,70.6388614583333,34.6545229166667,23298.135219519,0.316098958333333,0.232395658253929,0.343159313743171,6.47979166666667,3.02888960833333,1.04155,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.704,"Fall",0.000464803186401266,0.000463673858799562,0.869209387803548,1,0.999981476577921,50.2508922308521,-44.0439309158425,NA,7119.81973755261,17.3410874824588,9.67130292634666,4.24390576749316,70638.8614583333,8.21807645833334,10.8918920736411,0,0,0.000464803186401266,9,1.27302619090093,1.27302619090093,1.27302619090093,0.941602472576185,0.164825859396839,1.37053183045293,0.943895807276613,-0.477088947933619,2.16677174582293,0.000444469976792603,0.000361411822115917,0.000508772544746774,0.941158002599392,0.164385496492769,1.37006172172424,0.739307650798078,0.129129705003502,1.07622430042436
2008-10-10,2008,10,10,"October",2009,1.31666526859157,4.2136497052362,0.51950810625,0,7.94920604166667,70.367173125,52.71180625,18528.63235744,0.313916666770833,0.229569876862182,0.343805422947106,6.48104166458333,3.52110459375,1.012475,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,44.704,"Fall",0.000988487492797908,0.000981648279540806,0.872048884173141,1,0.999981028941639,50.0576192805686,-17.2383525909568,NA,2506.60867736268,17.4637206154977,9.67213536595596,5.63734095007919,70367.173125,7.215123853125,10.1720618819554,0,0,0.000988487492797908,10,1.31666526859157,1.31666526859157,1.31666526859157,1.18172006330109,0.205396834644167,1.7139280893727,1.17948773138822,-0.380132722767094,2.44782154755734,0.000942046812376196,0.000766375860064859,0.00107796617508367,1.18077801648871,0.204507739365848,1.71294941040446,0.896794382487042,0.155322498621543,1.30097561716411
2008-10-11,2008,10,11,"October",2009,1.18714207816886,1.9275201440964,0.0969065416666666,12.954,7.06086145833333,70.1788554166667,90.2737541666666,4048.76470467,0.320125000208333,0.237439972004292,0.34411651757384,6.629322915625,5.38857699375,0.9834,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,57.658,"Fall",0.00126977385061832,0.00120758144172727,0.87247232677767,1,0.999982673344677,49.9236543118354,-2.43565850926389,NA,332.403232975872,17.1193072927429,9.77133347153946,9.08619249228577,70178.8554166667,6.84509218697916,9.917283746524,5.03151736469246,0,5.03278713854307,11,1.18714207816886,1.18714207816886,1.18714207816886,0.87649854005018,0.528826257191505,1.09851595639052,0.87774377002808,-0.305311045979584,2.03072980853832,0.333769651914459,0.273995330225256,0.617159477388764,0.54272888813572,0.0933381297665788,0.785840618171049,0.457172648595581,0.0786242282899708,0.661960040522859
2008-10-12,2008,10,12,"October",2009,1.40397887706447,3.4064957028798,0.258991441666667,0.254,3.28947375,70.2381941666667,64.3111541666667,12311.6273094,0.3244375,0.239112313898817,0.344321214243676,6.23432291666667,3.77224846041667,0.954325,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,57.912,"Fall",0.424050565128153,0.120077753189995,0.885122997874917,1,0.999982412598583,49.965866559737,72.8012327438973,6.67121394639603,6.67121394639603,16.8879547497731,9.50905246900371,4.97876202258317,70238.1941666667,4.76189833333333,8.58527021528573,0.0963824124985933,0,0.520432977626746,12,1.40397887706447,1.40397887706447,1.40397887706447,1.44138933343301,0.813906543818725,1.84133524121934,1.44268786146862,0.106878446945377,2.64356916412739,0.47910175360159,0.394858104328069,0.802699204548371,0.962287579831422,0.164565899213012,1.39078191689761,0.685400325853503,0.11721394239,0.990600314304976
2008-10-13,2008,10,13,"October",2009,1.20988392675473,4.0750358276826,0.380422052083333,0,1.62473770833333,70.763205,45.64524375,22591.26198488,0.321203125,0.237039143913124,0.344941309303678,5.18182291666667,3.18801003958333,0.92525,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,57.912,"Fall",1.13388447581843,0.177140462206306,0.897141688574273,1,0.999978090788945,50.3393474208551,249.272477803466,3.15880902685283,3.15880902685283,17.0608769388082,8.84027807220826,3.13897231514141,70763.205,3.4032803125,7.80416163090986,0,0,1.13388447581843,13,1.20988392675473,1.20988392675473,1.20988392675473,1.40498608482271,0.548224748983499,1.90577732213572,1.40371875952404,-0.114702931031045,2.65390617681331,0.247063110777986,0.164107169749476,0.363831797467195,1.15792297404472,0.196380301981082,1.67178254713002,0.957052944037875,0.162313340675442,1.38177101964999
2008-10-14,2008,10,14,"October",2009,0.764269107353979,2.3776165121742,0.0180114291666667,9.906,0.209683583333334,70.80426,97.0309520833333,6839.9086596,0.326572916666667,0.239227356980864,0.344628670435022,4.98671875,3.69323001111111,0.896175,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,67.818,"Fall",2.89271219652831,0.0980153773161357,0.902308960887902,1,0.999978508065881,50.3685530215393,1932.78692749576,0.588355814526432,0.588355814526432,16.775695492337,8.72097690904758,6.02581469540126,70804.26,2.59820116666667,7.37155403631772,3.57756396235988,0,6.47027615888819,14,0.764269107353979,0.764269107353979,0.764269107353979,1.1053957638058,0.680513963120183,1.38313087398859,1.1014180675836,-0.115191267710048,2.28297874039395,0.421450169854886,0.313961008790828,0.86148739750051,0.683945593950914,0.11439886993355,0.992306616151622,0.894901530586317,0.149684016837495,1.29837331720386
2008-10-15,2008,10,15,"October",2009,1.40354672438364,3.53861383498931,0.25605244375,0.508,3.261950625,71.2118377083333,68.3643958333333,19719.90904327,0.3316197915625,0.242491146663041,0.345985080984269,4.76317708125,1.54117847155556,0.8671,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,68.326,"Fall",0.291740559927627,0.0874681957435621,0.897481950156322,1,0.999978667025194,50.6584946071527,224.215504991135,7.07214607282557,7.07214607282557,16.5162203915411,8.58603679107868,5.28226568406942,71211.8377083333,4.012563853125,8.14632516452454,0.178712428141472,0,0.470452988069099,15,1.40354672438364,1.40354672438364,1.40354672438364,1.37947325276919,0.663427446580307,1.83468047567498,1.38233158433763,-0.0258734769704608,2.60927685655487,0.344424868693126,0.28428163834727,0.575644850094775,1.03504838407606,0.169602359294327,1.51063453954839,0.737452032122834,0.120838413390767,1.07629800512112
2008-10-16,2008,10,16,"October",2009,1.6742612054769,3.10371446624022,0.529980052083333,0,5.78778375,71.389103125,45.4414,21467.371164545,0.328677083333333,0.240401352905548,0.346731024030802,4.92552083333333,1.85108255552083,0.8581875,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,68.326,"Fall",0.000209752470439404,0.000209489152454591,0.891568929420526,1,0.999978721230676,50.784597224965,-50.3128037223751,NA,13259.4707480344,16.666529393782,8.68385008130714,4.18971939647801,71389.103125,5.35665229166666,8.94840372141206,0,0,0.000209752470439404,16,1.6742612054769,1.6742612054769,1.6742612054769,0.937641457462012,0.168717675260198,1.38106437987242,0.937020367565952,-0.483124052345338,2.16233929361071,0.0116028028047573,0.00954871087143782,0.0213456490912739,0.926038654657254,0.148083309562505,1.37002990933499,0.553102856130194,0.0884469574270069,0.818289228020876
2008-10-17,2008,10,17,"October",2009,1.48224574845572,2.9851293249072,0.835259710416667,0,8.95492020833333,71.602701875,28.7249729166667,21672.763884733,0.325192708333333,0.238113702058125,0.34661780891079,5.15828125,1.56081809895833,0.849275,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,68.326,"Fall",5.48911694601992e-05,5.4876190866005e-05,0.884197117829648,1,0.999978914852918,50.9365465563288,-201.38896846757,NA,61725.3229031667,16.848081994812,8.82580690500256,3.2887178590586,71602.701875,7.05660072916667,10.0622154540447,0,0,5.48911694601992e-05,17,1.48224574845572,1.48224574845572,1.48224574845572,0.902088767773193,0.14227800240639,1.34197077367804,0.904916329333355,-0.506099731143334,2.12611414461713,5.25750700283574e-05,4.27367810611558e-05,6.01948445382333e-05,0.902036192703165,0.142232750860453,1.3419190929717,0.608560485764896,0.0959576042020285,0.905328346780403
2008-10-18,2008,10,18,"October",2009,1.59543806601608,3.3791879496978,0.84556625,0,9.34705270833333,71.4290733333333,29.1373979166667,21421.903936309,0.322494791666667,0.23711191726484,0.346761538290264,5.49848958333333,2.29982913354167,0.8403625,NA,23.6,3000,0.113109521,0.03551380966,0.7234661795,68.326,"Fall",0.000181527208942879,0.000181364074656736,0.880828666092815,1,0.999979638485213,50.8130311293334,-90.0814696973957,NA,18890.1362698872,16.9913964569015,9.0369812710926,3.42526867003959,71429.0733333333,7.42277114583333,10.3175478892287,0,0,0.000181527208942879,18,1.59543806601608,1.59543806601608,1.59543806601608,1.02907717676355,0.160825128057377,1.53626383032967,1.02995771731774,-0.466016570269557,2.27462097995191,0.000173786088146079,0.000141274612326515,0.000198957173008976,1.02890339067541,0.16063107454104,1.53607657977467,0.644903373306525,0.100681485519614,0.962792986136001
