"date","year","month","day","month_name","water_year","ET","GPP","VPD","P","Tair","PA","RH","PPFD_IN","S","Smid","Sdeep","Tsoil","ws","LAI_mod","WUE","Z","h","fc","fclay","fsand","P_acc","Season","E4.5","E3.5","pair","Bowen","alpha","gamma","Ri","rah_unstable","rah","rss","es","ea","Pa","Tsnow","es_snow","Eint","Esnow","E","block","B_ET","cred2.5_ET","cred97.5_ET","B_ET.pred","cred2.5_ET.pred","cred97.5_ET.pred","B_ET.rep","cred2.5_ET.rep","cred97.5_ET.rep","B_E.model","cred2.5_E.model","cred97.5_E.model","B_T.pred","cred2.5_T.pred","cred97.5_T.pred","B_T.ratio","cred2.5_T.ratio","cred97.5_T.ratio"
2008-10-01,2008,10,1,"October",2009,0.375406660067585,1.50926563798056,1.50251520833333,0,17.01945625,78.54245625,25.7378125,20003.10587041,0.0532271503649042,0.126655247276441,0.0943090670593131,15.5485654645235,2.18528098125,0.533375,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",9.36645967899589e-05,0.00367252663298786,0.942937978769042,0.0222467578646322,0.962308674194089,55.8733312384036,-8.27927862061059,NA,1722.90726048362,252.268226662354,17.6635959236162,4.99280361938971,78542.45625,16.2840108572617,18.5133158171665,0,0,9.36645967899589e-05,1,0.375406660067585,0.375406660067585,0.375406660067585,0.502562463432872,0.29935784497354,0.792388918495335,0.50521540806059,-0.509459501045515,1.5053966215364,0.00331678846427281,7.08947235027718e-07,0.0047821386003115,0.4992456749686,0.295077328482294,0.789172274943586,1.32987964272855,0.786020494226635,2.10217973970283
2008-10-02,2008,10,2,"October",2009,0.46936281752493,1.67303192902153,1.50942520833333,0,16.563905625,78.1469035416667,22.4441229166667,22359.0330721474,0.0530853679599201,0.126600426811172,0.0939817365564108,15.124461082469,3.4187564125,0.5286125,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",0.000301218502386709,0.00932498264446976,0.939664411440354,0.022023074490874,0.960822179110597,55.5919439664725,-3.40148215739698,NA,542.45370256629,253.18947446336,17.1893290792648,4.22982054424276,78146.9035416667,15.8441833537345,18.0009390980219,0,0,0.000301218502386709,2,0.46936281752493,0.46936281752493,0.46936281752493,0.563568647856117,0.34966337721368,0.842832884121434,0.56510895216731,-0.453505076405165,1.55840627400577,0.00934156007377045,1.19296780392891e-06,0.0154413785764044,0.554227087782346,0.335697588238917,0.832322694097965,1.18080739907121,0.715219816535822,1.77330342971566
2008-10-03,2008,10,3,"October",2009,0.392434815532082,1.79728919805915,1.43090833333333,0,16.6820735416667,77.8760597916667,25.9639479166667,19049.2193615,0.0529439675715079,0.126551505339096,0.0936727994075585,15.2344719759379,3.48976535625,0.52385,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,0,"Fall",0.000299599536488512,0.00920469550357436,0.936025911590039,0.0218015808981414,0.960647231972085,55.3992718337163,-3.25970938191597,NA,515.503993138652,254.114965925862,17.3112647122738,4.93004222136583,77876.0597916667,15.9582727588023,18.1326367959922,0,0,0.000299599536488512,3,0.392434815532082,0.392434815532082,0.392434815532082,0.612674375678771,0.384009819442096,0.883467560632068,0.610672556942134,-0.430791114354867,1.59312587525749,0.00929801577653427,1.06815295066462e-06,0.0155080345663845,0.603376359902237,0.369535309875827,0.873504648441835,1.53751995496156,0.941647619553819,2.22585920991107
2008-10-04,2008,10,4,"October",2009,0.45498257510865,2.14179488149628,0.945317208333334,5.71914,14.5932025,77.6804304166667,46.6582166666666,17545.1594903,0.0534852099901835,0.126631266913236,0.0935879343301461,13.289793791559,3.76880370625,0.5190875,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,5.71914,"Fall",0.000223384450429542,0.0062685095167615,0.940452565916611,0.0226579958276876,0.956954992052792,55.260105510288,-2.87670478950634,NA,437.532468228799,250.608546442978,15.2640681677364,7.75041525611705,77680.4304166667,13.9414981457795,15.925040994353,1.30737562518696,0,1.30759900963738,4,0.45498257510865,0.45498257510865,0.45498257510865,0.997673663527397,0.75993617121068,1.34775362746074,0.997824805282995,0.0453926956595918,2.10261049040985,0.25001428020383,0.151616775275854,0.476047436957325,0.747659383323567,0.448106154628248,1.05516030295349,1.64327036732127,0.984886409158066,2.31912244705529
2008-10-05,2008,10,5,"October",2009,1.82318142876782,1.27942088208689,0.117007458333333,24.52633,7.93553791666667,77.456080625,89.1226833333333,11584.54610334,0.113215050205091,0.241952059111202,0.097596835833358,7.09170170455779,3.10784227291667,0.514325,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.24547,"Fall",0.000133862207326213,0.000382771326679548,0.959947233388577,0.311208943558247,0.997010721882749,55.1005081304562,-5.03658504783725,NA,802.791331479938,99.3388020952898,10.0864475697429,9.52249433070154,77456.080625,7.51361981061223,10.3817751395101,5.5615280084099,0,5.56166187061723,5,1.82318142876782,1.82318142876782,1.82318142876782,1.77863514772478,1.24058391037031,2.85502293449053,1.7755151038241,0.802812253683608,3.55695504196753,1.27669358831386,0.775989770468623,2.43959576373882,0.501941559410921,0.27617862263938,0.757608860597319,0.275310811908694,0.151481700220056,0.415542221220047
2008-10-06,2008,10,6,"October",2009,2.01610692805868,2.50919249861198,0.576745354166667,0.10998,9.82969125,77.917118125,57.2094979166667,22100.3479902,0.100213736033502,0.225846806566114,0.100843785566234,8.85510336589867,2.58249435125,0.5095625,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.000463470608582395,0.00199427437977102,0.959197323085076,0.212684711860579,0.99589678079507,55.4284798056586,-6.80103005825148,NA,1233.70682155993,114.364845658185,11.372077289355,6.94685932672266,77917.118125,9.34239730794933,11.7518931637544,0.0247360384770368,0,0.0251995090856192,6,2.01610692805868,2.01610692805868,2.01610692805868,2.10589394633511,1.58455285375772,2.90362716895564,2.10961812969429,1.17448879544077,3.59285398900961,1.03216967175457,0.62780757985871,1.97141694566687,1.07372427458054,0.557658920169674,1.5773207588661,0.532573079154307,0.276601856979206,0.782359673940958
2008-10-07,2008,10,7,"October",2009,1.62517767337535,2.78998658566283,0.608818333333333,0,10.9294754166667,78.5441391666667,57.527775,21023.1240466,0.0909942336866785,0.212337506139224,0.103444914327528,9.87897043752775,2.59816470833333,0.5048,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.000368598691477007,0.00215022543646222,0.9631729388824,0.154673482473136,0.994368826661949,55.874528427349,-6.51385013763239,NA,1182.97319416985,128.105723714859,12.1830094083607,7.51747903263842,78544.1391666667,10.4042229270972,12.6184626754451,0,0,0.000368598691477007,7,1.62517767337535,1.62517767337535,1.62517767337535,1.30960250120822,0.657109569584081,1.89061998121733,1.30894938409105,-0.0413476937398599,2.29876869577255,0.00662422010165981,0.00416666336083976,0.0112527826016292,1.30297828110656,0.646754087454544,1.88571999198622,0.801745127596042,0.397959003529314,1.16031620596273
2008-10-08,2008,10,8,"October",2009,1.59957085390494,2.61894824550578,0.875201458333333,0,13.4681239583333,78.1977983333333,46.6022541666667,21579.0405785,0.0847141080329106,0.200470224797276,0.105438472690843,12.2423783924991,3.47029137083333,0.4954625,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.000946484259853486,0.00620832973380241,0.950432375984121,0.121182982977995,0.993767803879302,55.6281493729351,-3.45727295559994,NA,540.694953630886,139.524892375811,14.2522257229613,7.19654961967304,78197.7983333333,12.8552511754162,14.8368648746095,0,0,0.000946484259853486,8,1.59957085390494,1.59957085390494,1.59957085390494,1.29550803394588,0.63177261284782,1.8920928214773,1.29610411163285,-0.0902963248390509,2.27836905691131,0.0061842067784795,0.00303516489548626,0.00856742230552974,1.2893238271674,0.623471996606457,1.88705684380417,0.806043586015494,0.389774541768131,1.17972694938608
2008-10-09,2008,10,9,"October",2009,1.70856299703634,2.57635471755611,1.20717666666667,0,15.65031,77.7485466666667,34.68013125,21254.48525634,0.0807813941256545,0.190164965695302,0.106878775632726,14.2739301277845,3.3891660625,0.486125,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.00110276932693061,0.0084918305607364,0.937831832701649,0.102706132528445,0.993405738802252,55.3085618736446,-3.50269235399394,NA,558.886380482635,147.77361845115,16.2717896881542,6.16580456439955,77748.5466666667,14.9621200638922,17.0107690665319,0,0,0.00110276932693061,9,1.70856299703634,1.70856299703634,1.70856299703634,1.29565150446005,0.636752354681772,1.90510877193284,1.29555564680961,-0.0560883145455605,2.28430093253604,0.00844614041814663,0.00385985061660516,0.0117804101508122,1.28720536404191,0.625407820717241,1.89818865562983,0.753384783747911,0.36604317300683,1.11098546493305
2008-10-10,2008,10,10,"October",2009,1.42828207195927,2.67207069237334,1.02530125,0,15.1228220833333,77.5144127083333,41.8724895833333,19694.65124252,0.0783732879024143,0.181673342448413,0.107868703556166,13.782854219505,4.78463917083333,0.4767875,NA,9.33,2196,0.2108608921,0.09507092885,0.5674272737,30.35545,"Fall",0.00184909104377526,0.0124906149365183,0.936718519380781,0.0923273819659606,0.992197723651436,55.1420042584043,-1.77066124105414,NA,254.097000460986,153.324076560943,15.7618664781858,7.19684174184998,77514.4127083333,14.4528381514191,16.4611349116519,0,0,0.00184909104377526,10,1.42828207195927,1.42828207195927,1.42828207195927,1.25311359148108,0.671157381374838,1.78363011886426,1.25419150889375,-0.0281969262005922,2.23054629541428,0.0136314046764341,0.0047841127977307,0.0218357427837251,1.23948218680464,0.650116687271633,1.77287226512871,0.867813306026002,0.455173876389714,1.24126200274764
